"What is the full form of ‘SCF’ in the context of NPS?","Subscriber’s contribution fund","Subscriber’s contributory fund","State Contribution fund","Subscriber’s Contribution File","Subscriber’s Contribution File"
"How   much   accumulation   is   retained   by Government when an employee exits from NPS     before      attaining      the      age      of superannuation?",0.4,0.2,0.8,0.6,0.8
"Unspent  balance  under  Training  Grant  at the close of financial year will 
?","Lapse to Government","be carried forward to next year","be utilized to the best interest of state","Any of the three","Lapse to Government"
"Who among the following is not authorized to sign punching medium in a CDA office","G.O","SAO/AO","AAO","None","None"
"Ex-servicemen Contributory Health Scheme (ECHS) came into force w.e.f.",30.12.2002,01.01.2003,01.04.2003,01.01.2006,01/04/03
"How  many  copies  of  packing  accounts  are sent  by  ISM  London  to  Landing  Officer  in respect of Imported Stores?",4,3,2,1,2
"Invoice  in  respect  of  Imported  Stores  is sent by ISM, London to ?","CDA","LAO","Consignee","Landing Officer","CDA"
"Which  of  the  following  payments  are  not supposed to be paid out of S&S Imprest by the Imprest Holder?","CHT Bills","Suppliers Bills","Pay and Allowances","All the three","Pay and Allowances"
"Information under RTI act is supposed to be given within  when it pertains to life and liberty of a person?","72 Hours","48 Hours","24 Hours","7 days","48 Hours"
"Which   of   the   following   is   diarized   as valuable in a CDA Office?","Indemnity Bond","Reminder","Complaint","All the three","Indemnity Bond"
"Bill for payment can be received/diarized in
section of Regional CDA","Records Section","Administration","EDP","Any of the three","Records Section"
"Controller   of   Printing   and   Stationery   is located in ?","Kolkata","Nasik","New Delhi","Mumbai","Kolkata"
"CDA  office  pay  section  compiles  the  pay and  allowances  of  MES  civilians  through class voucher?",1,2,4,9,9
"Special  forms  of  a  permanent  nature,  not included  in  the  &#39;Classified  List&#39; will  be  printed  with  the  prior  sanction  of
?","Director of Military Regulations and Forms","Controller of Printing and stationery","CGDA","None","Director of Military Regulations and Forms"
"Which  of  the  following  months  pay  bill  is supposed  to  be  retained  for  35  years  in  a CDA office?","June","December","Both","None","Both"
"Which  of  the  following  document  is  not required to be verified while auditing local purchase bills?","Sanction","CRV","Invoice","None","None"
"What  is   the  retention  period  of  Master Note Book in a Regional CDA office?","3 years","5 years","10 years","75 years","10 years"
"Within       returnable    copy    of    the packing  accounts  has  to  be  returned  by consignee  to  landing  officer  in  respect  of imported stores?","15 days","a month","two months","3 months","3 months"
"Which   of   the   following   details   is   not recorded  in  Last  Pay  Certificate  issued  in respect of transferred official?","Date of Birth","Demands outstanding","Home Town","None","Home Town"
"Which section of Regional CDA office deals with consolidation MFAI report?","O&M","Internal Audit","Administration","Accounts","Internal Audit"
"What  is  the  retention  period  of  Shadow files register in a IFA office?","3 years","5 years","10 years","75 years","10 years"
"Which  of  the  following  Dak  is  diarized  in Administration   section   (specifically)   in   a Regional PCDA/CDA office?","Confidential covers","Covers received from CGDA office","D.O. letters addressed to PCDA/CDA/Addl.
CDA","All the three","All the three"
"Which  of  the  following  documents  need not  be  submitted  to  Paying  Authority  for payment along with the Bill?","CRV","Supply Order","Ink signed copy of invoice","None","None"
"Returnable copy  of  the  packing account in the case of stores dispatched by sea or civil air   will   be   dispatched   to   the   ultimate consignee by the Landing Officer within  days   from   the   date   of   dispatch   of   the consignment?",7,10,15,21,15
"In case of Govt. servants who avail of leave on  termination  of  their  deputation  period the liability for leave salary will be borne by","Borrowing department","Lending Department","the department which sanctions the leave","either a or b","the department which sanctions the leave"
"If  an  employee  dies  in  service,  his  family will   be   eligible   for   immediate   monetary relief of Rs. (Maximum)?",24000,16000,10000,8000,8000
"The  treatment  at  the  consulting  room  of Authorized Medical Attendant is limited to
days in general?",3,5,10,15,10
"Minimum  balance  of  EL  that  should  be  at credit  to  avail  10  days  EL  Encashment  on LTC , after deducting the same from Leave A/c is ?","300 days","30 days","60 days","No such minimum balance required","30 days"
"Schedule III will be recorded wise in a PCDA/CDA office","Office","Section","Date","All the three","All the three"
"Which    of     the     following    sections    of PCDA/CDA  is  not  at  all  involved  in  matter related to Cantonment Boards Accounts?","M section","IA cell","O&M cell","All the three","O&M cell"
"What is the retention period of Schedule III (Accounts   section   copy)   in   a   PCDA/CDA office?","3 years","5 years","10 years","35 years","10 years"
"What is the retention period of Schedule III (D section copy) in a PCDA/CDA office?","3 years","5 years","10 years","35 years","5 years"
"AAO   (A/cs)   will   test   check   the   Cheque linking  done  by  task  holders  to  the  extent of  % in respect of cheques of Rs. 1 lakh and above?",10,25,50,100,10
"Higher  Audit  of  “Contract  Management? especially  Contracts  relating  to  acquisition of   weapon   systems   is   the   duty   of    Section of PCDA?","IFA Cell","Store Contract section","Store Audit Section","IA cell","IA cell"
"Which  section  of  PCDA/CDA  is  responsible for clearance of Suspense Head 00/020/96?","Accounts Section","Audit Section","D section","EDP Centre","D section"
"Defence   Cheque   books   are   supplied   by
?","Controller of printing & stationery, Kolkata","CGDA","Government Security Printing Press, Nasik","Controller of Stamps, Nasik","Controller of Stamps, Nasik"
"Defence Cheque books are printed by ?","Controller of printing & stationery, Kolkata","CGDA","Government Security Printing Press, Nasik","Controller of Stamps, Nasik","Government Security Printing Press, Nasik"
"Indents for cheque books are submitted by PCDA/CDA office by ?","1st April","1st May","1st June","1st January","1st June"
"Which  of  the  following  is  not  taken  into account  while  calculating  Emoluments  of an employee?","Basic Pay","DA","HRA","None","HRA"
"What is the retention period of subject files in PCDA/CDA office?","75 years","65 years","45 years","35 years","35 years"
"What  is  the  retention  period  of  Financial Concurrences/U.O.  Notes  Register  of  IFA cases in PCDA/CDA office?","35 years","30 years","10 years","5 years","5 years"
"Which of the following is different from the others?","NPS","GPF","DSOPF","AFPPF","NPS"
"Which of the following heads is a suspense head?","Pay and allowances","MROs","Civil Hired Transport","HBA","MROs"
"Which  section  of  PCDA/CDA  is  responsible for  Post  audit  of  bills  in  respect  of  100% payments made on account of ASC articles and CHT?","Store Audit Section","Store Contract Section","M section","IA cell","Store Contract Section"
"All  charges  paid  at  ports  or  elsewhere  in India  in  connection  with  stores  obtained from         should     be      treated     as expenditure in India?","England","Pakistan","Nepal","All the three","England"
"Which of the following is different from the others?","S-1 form","T PIN/ I PIN","SCF","CCO- 9","CCO- 9"
"Which   section   of   Regional   PCDA/CDA   is responsible to distribute correction slips of Manuals and codes?","Records","Admin","IA","O&M","Records"
"In  the   case   of   officers   of   MES,  Class   9 voucher   will   be   operated   and   punching medium  will  be  prepared  in   by  Pay section of PCDA/CDA?","Quintuplicate","Triplicate","Duplicate","Quadruplicate","Quintuplicate"
"Which section of Regional CDA office deals with  Diary  and  distribution  of  confidential letters received in the office?","Records","Administration","RTI Cell","O&M Cell","Administration"
"Welfare    Grant    in    Aid    is    released    to PCsDA/CsDA on basis?","Budget handled","Per capita","Their area of Jurisdiction","equal to all controllers","Per capita"
"What  is  the  retention  period  of  ordinary correspondence files in a PCDA/CDA office?","3 years","4 years","5 years","6 years","5 years"
"Which  class  of  Punching  Medium  is  not operated by Admin Pay section of Regional PCDA/CDA office?",1,2,4,"None",4
"Transactions  which  are  of  the  nature  of debts due to Government but which do not come under any of the Heads of Advances specified will be compiled to the head?","Other Advances","Miscellaneous Advances","Unclassified Advances","Suspense Heads","Miscellaneous Advances"
"What is the full form of FPB?","First Pay Bill","Final Pay Bill","Final Point Branch","Focal Point Branch","Focal Point Branch"
"To   become   eligible   for   double   rate   of Transport       Allowance       the       disability percentage     of     employee     should     be minimum ?",0.1,0.25,0.4,0.5,0.4
"For allotment of Quarters of Type IV,  is considered as the crucial date in respect of Government Servants?","Date of Application","Date on which officer starts drawing the relevant  pay","Date of Birth","Date of joining the service","Date of joining the service"
"Husband    and    wife    both    are    central government   servants.   _   will   prefer   the claim,  in  case  no  declaration  is  given  by them  as  to  who  will  prefer  the  claim  for Medical Treatment?","Husband","Wife","Whoever has higher entitlement","Whoever has lower entitlement","Husband"
